"","team_id","TeamLat","TeamLng","Team_Full"
"1",1101,32.471081,-99.707941,"Abilene Christian"
"2",1102,38.833882,-104.821363,"Air Force"
"3",1103,41.081445,-81.519005,"Akron"
"4",1104,33.209841,-87.569174,"Alabama"
"5",1105,34.788979,-86.571937,"Alabama A&m"
"6",1106,32.366805,-86.299969,"Alabama State"
"7",1107,42.687925,-73.823748,"Albany"
"8",1108,31.82044,-91.050106,"Alcorn State"
"9",1109,32.9042616,-117.1112435,"Alliant Intl"
"10",1110,38.895112,-77.036366,"American"
"11",1111,36.220364,-81.686965,"Appalachian State"
"12",1112,32.221743,-110.926479,"Arizona"
"13",1113,33.414768,-111.90931,"Arizona State"
"14",1114,34.746481,-92.289595,"Little Rock"
"15",1115,34.228431,-92.003196,"Arkansas Pine Bluff"
"16",1116,36.06258,-94.157426,"Arkansas"
"17",1117,35.842297,-90.704279,"Arkansas State"
"18",1118,31.977747,-81.162613,"Armstrong State"
"19",1119,41.391483,-73.955972,"Army"
"20",1120,32.609857,-85.480783,"Auburn"
"21",1121,33.475911,-82.023259,"Augusta"
"22",1122,36.529771,-87.359453,"Austin Peay"
"23",1123,40.193377,-85.38636,"Ball State"
"24",1124,31.549333,-97.14667,"Baylor"
"25",1125,36.16589,-86.784443,"Belmont"
"26",1126,29.210815,-81.022833,"Bethune Cookman"
"27",1127,42.09542,-75.967455,"Binghamton"
"28",1128,33.514863,-86.855912,"Birmingham Southern"
"29",1129,43.6135,-116.203451,"Boise State"
"30",1130,42.350384,-71.18644,"Boston College"
"31",1131,42.349705,-71.099955,"Boston University"
"32",1132,41.374774,-83.651323,"Bowling Green"
"33",1133,40.693649,-89.588986,"Bradley"
"34",1134,40.630995,-73.954412,"Brooklyn"
"35",1135,41.823989,-71.412834,"Brown"
"36",1136,41.922043,-71.549507,"Bryant"
"37",1137,40.964529,-76.88441,"Bucknell"
"38",1138,42.886447,-78.878369,"Buffalo"
"39",1139,39.844443,-86.165545,"Butler"
"40",1140,40.233844,-111.658534,"Brigham Young"
"41",1141,43.597808,-84.767514,"Central Michigan"
"42",1142,35.282752,-120.659616,"Cal Poly"
"43",1143,37.871593,-122.272747,"California"
"44",1144,35.413217,-78.735573,"Campbell"
"45",1145,42.886447,-78.878369,"Canisius"
"46",1146,35.088696,-92.442101,"Central Arkansas"
"47",1147,32.48387,-93.733733,"Centenary"
"48",1148,41.66121,-72.779542,"Central Connecticut State"
"49",1149,32.97714,-80.069693,"Charleston Southern"
"50",1150,35.227087,-80.843127,"Charlotte"
"51",1151,35.04563,-85.30968,"Chattanooga"
"52",1152,41.850033,-87.650052,"Chicago State"
"53",1153,39.134105,-84.518981,"Cincinnati"
"54",1154,32.776566,-79.930922,"Citadel"
"55",1155,34.679419,-82.835073,"Clemson"
"56",1156,41.499495,-81.695409,"Cleveland State"
"57",1157,33.836003,-79.047814,"Coastal Carolina"
"58",1158,32.776566,-79.930922,"College Of Charleston"
"59",1159,42.827014,-75.544624,"Colgate"
"60",1160,40.014986,-105.270546,"Colorado"
"61",1161,40.58526,-105.084423,"Colorado State"
"62",1162,40.714269,-74.005973,"Columbia"
"63",1163,41.808804,-72.254227,"Connecticut"
"64",1164,39.290385,-76.612189,"Coppin State"
"65",1165,42.440628,-76.496607,"Cornell"
"66",1166,41.254006,-95.999258,"Creighton"
"67",1167,35.373292,-119.018713,"Cal State Bakersfield"
"68",1168,33.870292,-117.925338,"Cal State Fullerton"
"69",1169,34.22833,-118.53583,"Cal State Northridge"
"70",1170,38.581572,-121.4944,"Sacramento State"
"71",1171,43.702293,-72.289535,"Dartmouth"
"72",1172,35.499303,-80.848685,"Davidson"
"73",1173,39.758948,-84.191607,"Dayton"
"74",1174,39.683723,-75.749657,"Delaware"
"75",1175,39.158168,-75.524368,"Delaware State"
"76",1176,39.739154,-104.984703,"Denver"
"77",1177,41.877512,-87.627227,"Depaul"
"78",1178,42.331427,-83.045754,"Detroit"
"79",1179,41.600545,-93.609106,"Drake"
"80",1180,39.952335,-75.163789,"Drexel"
"81",1181,36.005168,-78.940276,"Duke"
"82",1182,40.437305,-79.991289,"Duquesne"
"83",1183,39.496146,-88.176152,"Eastern Illinois"
"84",1184,37.747857,-84.294654,"Eastern Kentucky"
"85",1185,42.24115,-83.612994,"Eastern Michigan"
"86",1186,47.48739,-117.575762,"Eastern Washington"
"87",1187,35.612661,-77.366354,"East Carolina"
"88",1188,38.811436,-89.953157,"Siu Edwardsville"
"89",1189,36.102913,-79.506689,"Elon"
"90",1190,36.304638,-82.363034,"East Tennessee State"
"91",1191,37.974764,-87.555848,"Evansville"
"92",1192,40.885933,-74.043474,"Fairleigh Dickinson"
"93",1193,41.141208,-73.263726,"Fairfield"
"94",1194,26.358689,-80.083098,"Florida Atlantic"
"95",1195,26.464646,-81.7737,"Florida Gulf Coast"
"96",1196,29.651634,-82.324826,"Florida"
"97",1197,30.421899,-84.287128,"Florida A&m"
"98",1198,25.774266,-80.193659,"Fiu"
"99",1199,30.440743,-84.290822,"Florida State"
"100",1200,40.86182,-73.885629,"Fordham"
"101",1201,36.747727,-119.772366,"Fresno State"
"102",1202,34.852618,-82.39401,"Furman"
"103",1203,38.900993,-77.047657,"George Washington"
"104",1204,32.448788,-81.783167,"Georgia Southern"
"105",1205,35.205917,-84.009633,"Gardner Webb"
"106",1206,38.846224,-77.306373,"George Mason"
"107",1207,38.908654,-77.071576,"Georgetown"
"108",1208,33.960948,-83.377936,"Georgia"
"109",1209,33.748995,-84.387982,"Georgia State"
"110",1210,33.771259,-84.380108,"Georgia Tech"
"111",1211,47.65878,-117.426047,"Gonzaga"
"112",1212,32.52765,-92.71404,"Grambling State"
"113",1213,33.511994,-112.129608,"Grand Canyon"
"114",1214,37.029869,-76.345222,"Hampton"
"115",1215,32.477632,-99.734933,"Hardin Simmons"
"116",1216,41.798,-72.72004,"Hartford"
"117",1217,42.372194,-71.115979,"Harvard"
"118",1218,21.306944,-157.858333,"Hawaii"
"119",1219,35.955692,-80.005318,"High Point"
"120",1220,40.706213,-73.61874,"Hofstra"
"121",1221,42.262593,-71.802293,"Holy Cross"
"122",1222,29.718432,-95.339733,"Houston"
"123",1223,29.763284,-95.363272,"Houston Baptist"
"124",1224,38.895112,-77.036366,"Howard"
"125",1225,46.732388,-117.000165,"Idaho"
"126",1226,42.871303,-112.445534,"Idaho State"
"127",1227,41.850033,-87.650052,"Illinois Chicago"
"128",1228,40.110588,-88.20727,"Illinois"
"129",1229,40.514203,-88.990631,"Illinois State"
"130",1230,29.468258,-98.4719,"Incarnate Word"
"131",1231,39.165325,-86.526386,"Indiana"
"132",1232,39.466703,-87.413909,"Indiana State"
"133",1233,40.911488,-73.782355,"Iona"
"134",1234,41.661128,-91.530168,"Iowa"
"135",1235,42.02335,-93.625622,"Iowa State"
"136",1236,41.130604,-85.12886,"Ipfw"
"137",1237,39.767016,-86.156255,"Iupui"
"138",1238,32.298757,-90.18481,"Jackson State"
"139",1239,30.359059,-81.606543,"Jacksonville"
"140",1240,33.813713,-85.761354,"Jacksonville State"
"141",1241,38.449569,-78.868916,"James Madison"
"142",1242,38.971669,-95.23525,"Kansas"
"143",1243,39.183608,-96.571669,"Kansas State"
"144",1244,34.03552,-84.582067,"Kennesaw State"
"145",1245,41.153667,-81.357886,"Kent State"
"146",1246,37.988689,-84.477715,"Kentucky"
"147",1247,40.03783,-75.152493,"La Salle"
"148",1248,40.688432,-75.220732,"Lafayette"
"149",1249,30.086046,-94.101846,"Lamar"
"150",1250,40.625932,-75.370458,"Lehigh"
"151",1251,37.413754,-79.142246,"Liberty"
"152",1252,36.105597,-86.798058,"Lipscomb"
"153",1253,33.766962,-118.189235,"Long Beach State"
"154",1254,40.650104,-73.949582,"Long Island"
"155",1255,37.302097,-78.39194,"Longwood"
"156",1256,32.523205,-92.637927,"Louisiana Tech"
"157",1257,38.247812,-85.747315,"Louisville"
"158",1258,33.966309,-118.422966,"Loyola Marymount"
"159",1259,39.290385,-76.612189,"Loyola Md"
"160",1260,41.850033,-87.650052,"Loyola Chicago"
"161",1261,30.450746,-91.154551,"Lsu"
"162",1262,42.643866,-71.33419,"Umass Lowell"
"163",1263,44.883125,-68.671977,"Maine"
"164",1264,40.90056,-73.90639,"Manhattan"
"165",1265,41.700371,-73.92097,"Marist"
"166",1266,43.038739,-87.92828,"Marquette"
"167",1267,38.41925,-82.445154,"Marshall"
"168",1268,38.985986,-76.939774,"Maryland"
"169",1269,42.380368,-72.523143,"Massachusetts"
"170",1270,30.226595,-93.217376,"Mcneese State"
"171",1271,38.202899,-75.692427,"Maryland Eastern Shore"
"172",1272,35.117022,-89.939768,"Memphis"
"173",1273,32.831362,-83.647642,"Mercer"
"174",1274,25.75,-80.26,"Miami"
"175",1275,39.506997,-84.745231,"Miami Oh"
"176",1276,42.270872,-83.726329,"Michigan"
"177",1277,42.736979,-84.483865,"Michigan State"
"178",1278,44.979965,-93.263836,"Minnesota"
"179",1279,34.366495,-89.519248,"Ole Miss"
"180",1280,33.4504,-88.818387,"Mississippi State"
"181",1281,38.951705,-92.334072,"Missouri"
"182",1282,39.099727,-94.578567,"Missouri Kansas City"
"183",1283,37.215326,-93.298244,"Missouri State"
"184",1284,40.290389,-74.017638,"Monmouth"
"185",1285,46.872146,-113.993998,"Montana"
"186",1286,45.68346,-111.050499,"Montana State"
"187",1287,38.183971,-83.432684,"Morehead State"
"188",1288,39.290385,-76.612189,"Morgan State"
"189",1289,33.754773,-84.40895,"Morris Brown"
"190",1290,33.49512,-90.319807,"Mississippi Valley State"
"191",1291,39.704542,-77.326931,"Mount St Marys"
"192",1292,35.845621,-86.39027,"Middle Tennessee State"
"193",1293,36.610333,-88.314761,"Murray State"
"194",1294,40.423314,-104.709132,"Northern Colorado"
"195",1295,46.877186,-96.789803,"North Dakota State"
"196",1296,41.929474,-88.750365,"Northern Illinois"
"197",1297,39.040583,-84.465228,"Northern Kentucky"
"198",1298,38.9767,-76.489934,"Navy"
"199",1299,36.072635,-79.791975,"North Carolina A&t"
"200",1300,35.994033,-78.898619,"North Carolina Central"
"201",1301,35.787347,-78.665416,"Nc State"
"202",1302,41.980979,-87.719092,"Ne Illinois"
"203",1303,41.25772,-96.010363,"Omaha"
"204",1304,40.806862,-96.681679,"Nebraska"
"205",1305,39.529633,-119.813803,"Nevada"
"206",1306,43.132977,-70.92154,"New Hampshire"
"207",1307,35.084491,-106.651137,"New Mexico"
"208",1308,32.312316,-106.778337,"New Mexico State"
"209",1309,30.028976,-90.067303,"New Orleans"
"210",1310,43.172555,-79.035878,"Niagara"
"211",1311,29.795763,-90.822871,"Nicholls State"
"212",1312,40.735657,-74.172367,"Njit"
"213",1313,36.846815,-76.285218,"Norfolk State"
"214",1314,35.908639,-79.0416,"North Carolina"
"215",1315,47.925257,-97.032855,"North Dakota"
"216",1316,30.272119,-81.509056,"North Florida"
"217",1317,33.214841,-97.133068,"North Texas"
"218",1318,42.339705,-71.089749,"Northeastern"
"219",1319,35.198067,-111.651273,"Northern Arizona"
"220",1320,42.527762,-92.445465,"Northern Iowa"
"221",1321,42.041141,-87.690059,"Northwestern"
"222",1322,31.76072,-93.086275,"Northwestern State"
"223",1323,41.70767,-86.248238,"Notre Dame"
"224",1324,42.680588,-83.133821,"Oakland"
"225",1325,39.32924,-82.101255,"Ohio"
"226",1326,39.961176,-82.998794,"Ohio State"
"227",1327,35.4450191,-97.5561851,"Okla City"
"228",1328,35.222567,-97.439478,"Oklahoma"
"229",1329,36.115607,-97.058368,"Oklahoma State"
"230",1330,36.846815,-76.285218,"Old Dominion"
"231",1331,36.153982,-95.992775,"Oral Roberts"
"232",1332,44.052069,-123.086754,"Oregon"
"233",1333,44.564566,-123.262044,"Oregon State"
"234",1334,37.957702,-121.29078,"Pacific"
"235",1335,39.952335,-75.163789,"Pennsylvania"
"236",1336,40.793395,-77.860001,"Penn State"
"237",1337,34.005008,-118.810089,"Pepperdine"
"238",1338,40.442725,-79.958597,"Pittsburgh"
"239",1339,45.523452,-122.676207,"Portland"
"240",1340,45.513509,-122.684179,"Portland State"
"241",1341,30.093274,-95.987734,"Prairie View A&m"
"242",1342,34.472628,-81.880656,"Presbyterian"
"243",1343,40.348718,-74.659047,"Princeton"
"244",1344,41.844154,-71.437978,"Providence"
"245",1345,40.425869,-86.908066,"Purdue"
"246",1346,41.39593,-72.896768,"Quinnipiac"
"247",1347,37.131792,-80.576448,"Radford"
"248",1348,41.480379,-71.52256,"Rhode Island"
"249",1349,29.763284,-95.363272,"Rice"
"250",1350,37.576859,-77.540446,"Richmond"
"251",1351,40.3014,-74.730154,"Rider"
"252",1352,40.511858,-80.198665,"Robert Morris"
"253",1353,40.497476,-74.447553,"Rutgers"
"254",1354,33.49182,-80.855648,"South Carolina State"
"255",1355,44.311357,-96.798388,"South Dakota State"
"256",1356,37.727273,-89.21675,"Southern Illinois"
"257",1357,41.141208,-73.263726,"Sacred Heart"
"258",1358,30.723526,-95.550777,"Sam Houston State"
"259",1359,33.471773,-86.800823,"Samford"
"260",1360,32.715329,-117.157255,"San Diego"
"261",1361,32.715329,-117.157255,"San Diego State"
"262",1362,37.77493,-122.419416,"San Francisco"
"263",1363,37.339386,-121.894956,"San Jose State"
"264",1364,34.420831,-119.69819,"Uc Santa Barbara"
"265",1365,37.354108,-121.955236,"Santa Clara"
"266",1366,32.083541,-81.099834,"Savannah State"
"267",1367,34.996858,-81.969568,"Usc Upstate"
"268",1368,30.504358,-90.4612,"Southeastern Louisiana"
"269",1369,37.305884,-89.518148,"Southeast Missouri State"
"270",1370,47.60621,-122.332071,"Seattle"
"271",1371,40.742608,-74.246206,"Seton Hall"
"272",1372,31.603513,-94.655487,"Stephen F Austin"
"273",1373,42.704801,-73.754842,"Siena"
"274",1374,32.842168,-96.780352,"Smu"
"275",1375,30.694357,-88.043054,"South Alabama"
"276",1376,34.00071,-81.034814,"South Carolina"
"277",1377,42.779442,-96.92921,"South Dakota"
"278",1378,28.054571,-82.413227,"Usf"
"279",1379,31.327119,-89.290339,"Southern Mississippi"
"280",1380,30.450746,-91.154551,"Southern"
"281",1381,37.677477,-113.061893,"Southern Utah"
"282",1382,42.077565,-78.429742,"St Bonaventure"
"283",1383,40.650104,-73.949582,"St Francis Ny"
"284",1384,40.503126,-78.630296,"St Francis Pa"
"285",1385,40.723112,-73.794994,"St Johns"
"286",1386,40.00381,-75.217438,"Saint Josephs"
"287",1387,38.636591,-90.233257,"Saint Louis"
"288",1388,37.834926,-122.129687,"St Marys"
"289",1389,40.728158,-74.077642,"St Peters"
"290",1390,37.441883,-122.14302,"Stanford"
"291",1391,29.036794,-81.304701,"Stetson"
"292",1392,40.914234,-73.116266,"Stony Brook"
"293",1393,43.0426,-76.128746,"Syracuse"
"294",1394,27.800583,-97.396381,"Texas A&m Corpus Christi"
"295",1395,32.710783,-97.361183,"Tcu"
"296",1396,39.980271,-75.157053,"Temple"
"297",1397,35.960638,-83.920739,"Tennessee"
"298",1398,36.16589,-86.784443,"Tennessee State"
"299",1399,36.162839,-85.501642,"Tennessee Tech"
"300",1400,30.267153,-97.743061,"Texas"
"301",1401,30.627977,-96.334407,"Texas A&m"
"302",1402,29.883275,-97.941394,"Texas State"
"303",1403,33.577863,-101.855167,"Texas Tech"
"304",1404,36.343397,-88.850338,"Tennessee Martin"
"305",1405,41.663938,-83.555212,"Toledo"
"306",1406,39.401496,-76.601913,"Towson"
"307",1407,31.808768,-85.969951,"Troy"
"308",1408,29.954648,-90.075072,"Tulane"
"309",1409,36.153982,-95.992775,"Tulsa"
"310",1410,26.301737,-98.163343,"Texas Rgv"
"311",1411,29.763284,-95.363272,"Texas Southern"
"312",1412,33.520661,-86.80249,"Uab"
"313",1413,38.544907,-121.740517,"Uc Davis"
"314",1414,33.669465,-117.823111,"Uc Irvine"
"315",1415,33.953349,-117.396156,"Uc Riverside"
"316",1416,28.600478,-81.201373,"Ucf"
"317",1417,34.052234,-118.243685,"Ucla"
"318",1418,30.22409,-92.019843,"Louisiana Lafayette"
"319",1419,32.509311,-92.119301,"Louisiana Monroe"
"320",1420,39.253059,-76.714268,"Umbc"
"321",1421,35.600945,-82.554015,"Unc Asheville"
"322",1422,36.072635,-79.791975,"Unc Greensboro"
"323",1423,34.225726,-77.94471,"Unc Wilmington"
"324",1424,36.114646,-115.172816,"Unlv"
"325",1425,34.052234,-118.243685,"Usc"
"326",1426,32.735687,-97.108066,"Ut Arlington"
"327",1427,29.424122,-98.493628,"Texas San Antonio"
"328",1428,40.760779,-111.891047,"Utah"
"329",1429,41.735486,-111.834388,"Utah State"
"330",1430,40.296898,-111.694648,"Utah Valley"
"331",1431,31.75872,-106.486931,"Utep"
"332",1432,43.095173,-75.271223,"Utica"
"333",1433,37.548394,-77.45227,"Vcu"
"334",1434,41.473095,-87.061141,"Valparaiso"
"335",1435,36.16589,-86.784443,"Vanderbilt"
"336",1436,44.47755,-73.200288,"Vermont"
"337",1437,40.037029,-75.343316,"Villanova"
"338",1438,38.032121,-78.49942,"Virginia"
"339",1439,37.230878,-80.434239,"Virginia Tech"
"340",1440,37.784021,-79.442816,"Virginia Military"
"341",1441,35.313711,-83.176533,"Western Carolina"
"342",1442,40.459208,-90.671797,"Western Illinois"
"343",1443,36.99032,-86.443602,"Western Kentucky"
"344",1444,42.291707,-85.587229,"Western Michigan"
"345",1445,36.090391,-80.226679,"Winston Salem State"
"346",1446,34.982514,-101.914071,"Western Texas A&m"
"347",1447,40.583438,-74.149588,"Wagner"
"348",1448,36.13188,-80.280399,"Wake Forest"
"349",1449,47.60621,-122.332071,"Washington"
"350",1450,46.731275,-117.179616,"Washington State"
"351",1451,41.223,-111.97383,"Weber State"
"352",1452,39.629526,-79.955897,"West Virginia"
"353",1453,44.519159,-88.019826,"Wisconsin Green Bay"
"354",1454,43.038903,-87.906474,"Wisconsin Milwaukee"
"355",1455,37.692236,-97.337545,"Wichita State"
"356",1456,37.270702,-76.707457,"William & Mary"
"357",1457,34.924867,-81.025078,"Winthrop"
"358",1458,43.073052,-89.40123,"Wisconsin"
"359",1459,34.949567,-81.932048,"Wofford"
"360",1460,39.820893,-84.019379,"Wright State"
"361",1461,41.311367,-105.591101,"Wyoming"
"362",1462,39.149648,-84.473702,"Xavier"
"363",1463,41.308153,-72.928158,"Yale"
"364",1464,41.09978,-80.649519,"Youngstown State"
